;Type;adresse_1;commune_1;departement;code_departement;lat;long;appellation_courante;region
HIST2182;Historical;40, 42, 44 rue de Provence;Paris 9e Arrondissement;Paris;75;48.8742840674;2.33615945454;Immeubles;Île-de-France
HIST2183;Historical;"52 avenue Laplace ; 2 avenue Wladimir-Ilitch-Lenine";Arcueil;Val-de-Marne;94;48.8091502095;2.33117003354;Chapelle des Franciscains ou chapelle Perret;Île-de-France
HIST2184;Historical;;Paris 4e Arrondissement;Paris;75;48.8556580199;2.34680627631;Tribunal de commerce de Paris;Île-de-France
HIST2185;Historical;155 rue Saint-Martin;Paris 3e Arrondissement;Paris;75;48.8620854456;2.35177794856;Immeuble;Île-de-France
HIST2186;Historical;;Chaussy;Val-d'Oise;95;49.1206947861;1.70916528073;Domaine de Villarceaux;Île-de-France
HIST2187;Historical;21 rue Gazan;Paris 14e Arrondissement;Paris;75;48.8229420439;2.34070045448;Immeuble;Île-de-France
HIST2188;Historical;160 rue Saint-Martin;Paris 3e Arrondissement;Paris;75;48.8619351163;2.35190352302;Immeuble;Île-de-France
HIST2189;Historical;172 avenue Victor-Hugo;Paris 16e Arrondissement;Paris;75;48.8661635553;2.27676492504;Boucherie Lamartine;Île-de-France
HIST2190;Historical;;Paris 14e Arrondissement;Paris;75;48.8358982288;2.33641772339;Observatoire de Paris;Île-de-France
HIST2191;Historical;;Fontainebleau;Seine-et-Marne;77;48.3605968502;2.70541957146;Abri sous roche orné de figures préhistoriques dans la forêt domaniale;Île-de-France
HIST2192;Historical;;Rambouillet;Yvelines;78;50.70852;3.155352;Anciennes écuries du Comte de Toulouse dites aussi Caserne des Gardes;Île-de-France
HIST2193;Historical;12, 12bis quai de la Rapée;Paris 12e Arrondissement;Paris;75;48.843379;2.37117;Immeubles;Île-de-France
HIST2194;Historical;"2 place de l'Odéon ; 7 rue Crébillon ; 22 rue de l'Odéon";Paris 6e Arrondissement;Paris;75;48.8501568088;2.3384996374;Immeuble;Île-de-France
HIST2195;Historical;"75-77 rue Réaumur ; 33 rue Dussoubs";Paris 2e Arrondissement;Paris;75;48.866727782;2.34906454774;Immeuble;Île-de-France
HIST2196;Historical;30-32 rue du Sentier;Paris 2e Arrondissement;Paris;75;48.8701191046;2.34657521265;Ancien hôtel Rivié;Île-de-France
HIST2197;Historical;10 rue des Martyrs;Paris 9e arrondissement;Paris;75;48.8771977496;2.33948039588;Immeuble : mur peint;Île-de-France
HIST2198;Historical;"11-11bis rue Victor-Schoelcher ; 12 rue Victor-Considérant";Paris 14e Arrondissement;Paris;75;48.8356878143;2.3306940916;Immeuble;Île-de-France
HIST2199;Historical;;Alfortville;Val-de-Marne;94;48.7790253185;2.41943920348;Ancienne usine gazière cokerie Paris-Sud;Île-de-France
HIST2200;Historical;place Vendôme;Paris 1er Arrondissement;Paris;75;48.8674725737;2.32943815941;Colonne Vendôme;Île-de-France
HIST2201;Historical;;Guiry-en-Vexin;Val-d'Oise;95;49.1079050583;1.85177175816;Château de Guiry;Île-de-France
HIST2202;Historical;;Le Bellay-en-Vexin;Val-d'Oise;95;49.1510951748;1.88689080836;Hôtel-Dieu;Île-de-France
HIST2203;Historical;;Cergy;Val-d'Oise;95;49.0334391362;2.06173785669;Eglise Saint-Christophe;Île-de-France
HIST2204;Historical;18bis rue des Mèches;Créteil;Val-de-Marne;94;48.7935254837;2.45839804587;Colombier (ancien);Île-de-France
HIST2205;Historical;;L'Haÿ-les-Roses;Val-de-Marne;94;48.776229;2.341254;Aqueduc des Eaux de Rungis (également sur communes de Rungis, Fresnes, Cachan, Arcueil, Gentilly et Paris 14);Île-de-France
HIST2206;Historical;;Marolles-en-Brie;Val-de-Marne;94;48.7322224988;2.55097029042;Eglise Saint-Julien-de-Brioude;Île-de-France
HIST2207;Historical;;Aulnay-sous-Bois;Seine-Saint-Denis;93;48.9408454263;2.49728978079;Eglise Saint-Sulpice;Île-de-France
HIST2208;Historical;place Emile-Ducatte;Villemomble;Seine-Saint-Denis;93;48.8845484776;2.51104870055;Folie (ancienne);Île-de-France
HIST2209;Historical;20 rue de Crosne;Magny-en-Vexin;Val-d'Oise;95;49.1516821663;1.78716077216;Hôtel de Crosne;Île-de-France
HIST2210;Historical;7 rue de la Coutellerie;Pontoise;Val-d'Oise;95;49.0505935034;2.09614705369;Immeuble;Île-de-France
HIST2211;Historical;2 rue des Deux-Ponts;Pontoise;Val-d'Oise;95;49.0526974324;2.08527796745;Moulin des Patis ou de la Couleuvre;Île-de-France
HIST2212;Historical;;Puiseux-Pontoise;Val-d'Oise;95;49.0574245749;2.01841600944;Eglise Saint-Pierre;Île-de-France
HIST2213;Historical;Dans le cimetière;Santeuil;Val-d'Oise;95;49.1259732339;1.95224781069;Croix de pierre du 15s;Île-de-France
HIST2214;Historical;;Seraincourt;Val-d'Oise;95;49.0354111674;1.865850789;Eglise;Île-de-France
HIST2215;Historical;;Taverny;Val-d'Oise;95;49.0306045826;2.22742696845;Eglise;Île-de-France
HIST2216;Historical;;Aubepierre-Ozouer-le-Repos;Seine-et-Marne;77;48.6308107867;2.88659043549;Eglise Saint-Christophe d'Aubepierre;Île-de-France
HIST2217;Historical;;Boissy-aux-Cailles;Seine-et-Marne;77;48.3183236081;2.50468130674;Eglise;Île-de-France
HIST2218;Historical;place de l'Eglise;Chalmaison;Seine-et-Marne;77;48.4828441145;3.2513408733;Eglise Saint-Etienne;Île-de-France
HIST2219;Historical;31 rue de Paris;Champs-sur-Marne;Seine-et-Marne;77;48.8592506606;2.60096641826;Domaine national;Île-de-France
HIST2220;Historical;;Château-Landon;Seine-et-Marne;77;48.1490073893;2.7018334032;Eglise;Île-de-France
HIST2221;Historical;"cour du Couvent ; 1à 11, 21, 23 rue Louis-Eterlet ; 2bis, 4 rue Adolphe-Besson";Chelles;Seine-et-Marne;77;48.8778562078;2.59068970008;Ancienne abbaye royale;Île-de-France
HIST2222;Historical;"1 rue de la Perle ; 1 place de Thorigny";Paris 3e Arrondissement;Paris;75;48.8590934876;2.3618422819;Hôtel Libéral Bruant, anciennement musée Bricart ou musée de la serrurerie, actuellement galerie d'art;Île-de-France
HIST2223;Historical;15 rue Michel-le-Comte;Paris 3e Arrondissement;Paris;75;48.8622132084;2.35596922341;Immeuble;Île-de-France
HIST2224;Historical;169 rue Saint-Martin;Paris 3e Arrondissement;Paris;75;48.8624891582;2.35200384009;Immeuble;Île-de-France
HIST2225;Historical;23 rue des Francs-Bourgeois;Paris 4e Arrondissement;Paris;75;48.8568587327;2.36273456434;Boulangerie;Île-de-France
HIST2226;Historical;"15 rue des Lavandières-Sainte-Opportune ; rue Jean-Lantier";Paris 1er Arrondissement;Paris;75;48.8587608505;2.34596004026;Immeuble;Île-de-France
HIST2227;Historical;"42 rue de la Sourdière ; 1 rue Gomboust";Paris 1er Arrondissement;Paris;75;48.8671809404;2.33318328902;Immeuble;Île-de-France
HIST2228;Historical;"35 rue Poissonnière ; 5 boulevard Poissonnière";Paris 2e Arrondissement;Paris;75;48.8704789689;2.3474673181;Cinéma Rex;Île-de-France
HIST2229;Historical;place des Petits-Pères;Paris 2e Arrondissement;Paris;75;48.8668250044;2.34097517226;Eglise Notre-Dame-des-Victoires;Île-de-France
HIST2230;Historical;16, 16 bis rue Vivienne;Paris 2e Arrondissement;Paris;75;48.8678569564;2.33990555226;Ancien hôtel Tubeuf, ou hôtel Colbert de Torcy;Île-de-France
HIST2231;Historical;"33 rue du Sentier ; 8 rue Saint-Fiacre";Paris 2e Arrondissement;Paris;75;48.8698251933;2.34575594035;Ancien hôtel particulier;Île-de-France
HIST2232;Historical;"3 rue de Palestro ; 120 rue Saint-Denis";Paris 2e Arrondissement;Paris;75;48.8645718145;2.35059017888;Passage du Bourg-l'Abbé;Île-de-France
HIST2233;Historical;"133 rue de Turenne ; 70 rue Charlot";Paris 3e Arrondissement;Paris;75;48.8645447673;2.36458513729;Fontaine publique dite Fontaine Boucherat;Île-de-France
HIST2234;Historical;28 rue Charlot;Paris 3e Arrondissement;Paris;75;48.8622078156;2.36238134987;Ancien hôtel de Bérancourt, dit aussi hôtel de La Garde, ou hôtel de Polignac;Île-de-France
HIST2235;Historical;"4 rue du Parc-Royal ; 55 rue de Turenne";Paris 3e Arrondissement;Paris;75;48.8585278348;2.36396953652;Ancien hôtel Berruyer, dit aussi hôtel Camillac, de Jassaud, de Lamoignon ou de Coursin;Île-de-France
HIST2236;Historical;21 place des Vosges;Paris 3e Arrondissement;Paris;75;48.8564417119;2.36500454317;Ancien hôtel du Cardinal de Richelieu;Île-de-France
HIST2237;Historical;25 place des Vosges;Paris 3e Arrondissement;Paris;75;48.8564146602;2.36571017887;Ancien hôtel de l'Escalopier;Île-de-France
HIST2238;Historical;15 rue Montmartre;Paris 1er Arrondissement;Paris;75;48.8644363469;2.34519875091;Café-Bar appelé Halles-Bar, puis Le Singe Pèlerin, puis Le Cochon à l'Oreille;Île-de-France
HIST2239;Historical;"13 place Dauphine ; 50 quai des Orfèvres";Paris 1er Arrondissement;Paris;75;48.8562141261;2.34228533766;Immeuble;Île-de-France
HIST2240;Historical;7 rue des Deux-Boules;Paris 1er Arrondissement;Paris;75;48.8590431444;2.34548440506;Immeuble;Île-de-France
HIST2241;Historical;"40, 40bis, 42 rue Bichat ; 12 rue de la Grange-aux-Belles ; 19 rue Alibert ; 1 avenue Claude-Vellefaux ; 2 place du Docteur-Alfred-Fournier";Paris 10e Arrondissement;Paris;75;48.8721987502;2.36813674692;Hôpital Saint-Louis;Île-de-France
HIST2242;Historical;116 avenue Ledru-Rollin;Paris 11e Arrondissement;Paris;75;48.8530998873;2.37735044572;Café-Bar Le Carrefour;Île-de-France
HIST2243;Historical;36 rue Saint-Bernard;Paris 11e Arrondissement;Paris;75;48.8531200281;2.38124982468;Eglise Sainte-Marguerite;Île-de-France
HIST2244;Historical;51, 53 rue de Charonne;Paris 11e Arrondissement;Paris;75;48.8537207713;2.37830270861;Ancien Hôtel de Mortagne ou de Vaucanson;Île-de-France
HIST2245;Historical;boulevard de Ménilmontant;Paris 11e Arrondissement;Paris;75;48.8666747411;2.38324285981;Métropolitain, station Ménilmontant;Île-de-France
HIST2246;Historical;4bis rue Parrot;Paris 12e Arrondissement;Paris;75;48.8466626426;2.37305016247;Charcuterie;Île-de-France
HIST2247;Historical;"391 rue de Vaugirard ; 1 rue Lacretelle";Paris 15e Arrondissement;Paris;75;48.8349437258;2.29238124336;Collège des jésuites de l'Immaculée Conception (ancien);Île-de-France
HIST2248;Historical;10 square du Docteur-Blanche;Paris 16e Arrondissement;Paris;75;48.8518330449;2.26546027276;Villa La Roche, actuellement Fondation Le Corbusier;Île-de-France
HIST2249;Historical;"7 rue de Tilsitt ; 2 avenue Mac-Mahon ; avenue de Wagram ; place Charles-de-Gaulle";Paris 17e Arrondissement;Paris;75;48.8750816017;2.29538741824;Hôtel de Günsburg;Île-de-France
HIST2250;Historical;place des Ternes;Paris 8e Arrondissement;Paris;75;48.8780305588;2.29830715318;Métropolitain, station Ternes;Île-de-France
HIST2251;Historical;5, 7 rue de Jouy;Paris 4e Arrondissement;Paris;75;48.8544556083;2.35801597257;Hôtel d'Aumont;Île-de-France
HIST2252;Historical;35, 37 rue des Francs-Bourgeois;Paris 4e Arrondissement;Paris;75;48.8576923908;2.36024515098;Hôtel Le Tellier ou Barbes (ancien hôtel Deniau de Fontenay ou de Coulanges);Île-de-France
HIST2253;Historical;10 rue des Hospitalières-Saint-Gervais;Paris 4e Arrondissement;Paris;75;48.8579027824;2.35901991459;Immeuble;Île-de-France
HIST2254;Historical;90 rue Saint-Martin;Paris 4e Arrondissement;Paris;75;48.8597975927;2.3507954947;Immeuble;Île-de-France
HIST2255;Historical;98 rue Saint-Martin;Paris 4e Arrondissement;Paris;75;48.8599789573;2.35089760162;Immeuble;Île-de-France
HIST2256;Historical;89 rue de la Verrerie;Paris 4e Arrondissement;Paris;75;48.858698636;2.35091987499;Immeuble;Île-de-France
HIST2257;Historical;16 rue des Fossés-Saint-Jacques;Paris 5e Arrondissement;Paris;75;48.8455105646;2.34424115334;Boulangerie-Pâtisserie;Île-de-France
HIST2258;Historical;65 rue du Cardinal-Lemoine;Paris 5e Arrondissement;Paris;75;48.8458773511;2.35088125326;Collège des Ecossais (ancien);Île-de-France
HIST2259;Historical;"9, 11 rue d'Arras ; 38, 40, 42 rue du Cardinal-Lemoine";Paris 5e Arrondissement;Paris;75;48.8471253941;2.35165636179;Enceinte de Philippe-Auguste;Île-de-France
HIST2260;Historical;"45, 47 rue Descartes ; 4 rue Thouin ; 60 à 68 rue du Cardinal-Lemoine ; rue Clovis";Paris 5e Arrondissement;Paris;75;48.8457533472;2.34990741857;Enceinte de Philippe-Auguste;Île-de-France
HIST2261;Historical;Grande-Rue 30;Moret-sur-Loing;Seine-et-Marne;77;48.3730781051;2.81688650933;Immeuble;Île-de-France
HIST2262;Historical;;Nangis;Seine-et-Marne;77;48.5549459486;3.01372006179;Ferme;Île-de-France
HIST2263;Historical;;Noyen-sur-Seine;Seine-et-Marne;77;48.4533110353;3.35559063224;Château de Noyen;Île-de-France
HIST2264;Historical;;Le Plessis-Placy;Seine-et-Marne;77;49.0538664756;2.98871606022;Eglise Saint-Victor;Île-de-France
HIST2265;Historical;1 - 3 cour des Bénédictins;Provins;Seine-et-Marne;77;48.560136;3.302621;Ancienne abbaye ou prieuré Saint-Ayoul;Île-de-France
HIST2266;Historical;2 place du Châtel;Provins;Seine-et-Marne;77;48.5624698061;3.28864519426;Eglise Saint-Thibault (ancienne);Île-de-France
HIST2267;Historical;3 rue du Palais;Provins;Seine-et-Marne;77;48.5612337767;3.29144169285;Hôtel des Brébans (ancien);Île-de-France
HIST2268;Historical;54 rue Saint-Thibault;Provins;Seine-et-Marne;77;48.5624402242;3.28927301786;Maison;Île-de-France
HIST2269;Historical;;Guyancourt;Yvelines;78;48.7714348057;2.07015372726;Eglise Saint-Victor;Île-de-France
HIST2270;Historical;"3 à 11 avenue du Général-Leclerc ; 11 rue des Graviers ; 11 avenue Eglé";Maisons-Laffitte;Yvelines;78;48.9480368399;2.15081120983;Mur d'enceinte du château : vestiges;Île-de-France
HIST2271;Historical;;Chilly-Mazarin;Essonne;91;48.7017411147;2.31337774073;Château;Île-de-France
HIST2272;Historical;1 rue Saint-Pierre;Dourdan;Essonne;91;48.5293509659;2.01317596068;Hôtel-Dieu, actuellement centre hospitalier;Île-de-France
HIST2273;Historical;6 place Dauphine;Etampes;Essonne;91;48.4335794294;2.16416280079;Hôtel Saint-Yon;Île-de-France
HIST2274;Historical;;Etréchy;Essonne;91;48.4891177756;2.1530327807;Ferme du Touchet;Île-de-France
HIST2275;Historical;;Juvisy-sur-Orge;Essonne;91;48.6949868582;2.37458581043;Terrasse et grotte de rocaille;Île-de-France
HIST2276;Historical;;Montlhéry;Essonne;91;48.6357773153;2.27285412875;Bornes à fleurs de lys n° 14 et 15;Île-de-France
HIST2277;Historical;;Montlhéry;Essonne;91;48.6350986533;2.27214843186;Ancien château;Île-de-France
HIST2278;Historical;;Roinville;Essonne;91;48.5373590643;2.04818652038;Ferme de Chateaupers;Île-de-France
HIST2279;Historical;7 rue Colbert;Versailles;Yvelines;78;48.8049935493;2.1250935901;Immeuble;Île-de-France
HIST2280;Historical;"8, 8bis, 10, 10bis rue de l'Indépendance-Américaine ; anciennement rue Gambetta";Versailles;Yvelines;78;48.8015649011;2.12019137298;Immeubles;Île-de-France
HIST2281;Historical;;Congis-sur-Thérouanne;Seine-et-Marne;77;49.0219970036;2.96689050089;Château du Gué, à Trosnes;Île-de-France
HIST2282;Historical;;Egligny;Seine-et-Marne;77;48.4458432399;3.11111186988;Ancienne abbaye de Preuilly;Île-de-France
HIST2283;Historical;;Faÿ-lès-Nemours;Seine-et-Marne;77;48.2323277126;2.68428024915;Eglise;Île-de-France
HIST2284;Historical;;Fontainebleau;Seine-et-Marne;77;48.4092981201;2.6321473058;Chapelle de l'ermitage de Franchard (restes);Île-de-France
HIST2285;Historical;1 place Charles-de-Gaulle;Fontainebleau;Seine-et-Marne;77;48.4028548616;2.69614160938;Hôtel de Londres;Île-de-France
HIST2286;Historical;2 place d'Armes;Fontainebleau;Seine-et-Marne;77;48.4037351715;2.70130115667;Immeuble;Île-de-France
HIST2287;Historical;7 boulevard Magenta;Fontainebleau;Seine-et-Marne;77;48.3991520662;2.69309286128;Immeuble dit le Vieux Logis;Île-de-France
HIST2288;Historical;;Gastins;Seine-et-Marne;77;48.6380196119;3.01629482338;Moulin à vent dit Moulin Choix;Île-de-France
HIST2289;Historical;;Héricy;Seine-et-Marne;77;48.4372378513;2.8065575067;Chapelle du prieuré (ancienne);Île-de-France
HIST2290;Historical;;Lorrez-le-Bocage-Préaux;Seine-et-Marne;77;48.2234553578;2.87554494072;Eglise de Préaux;Île-de-France
HIST2291;Historical;;Plaisir;Yvelines;78;48.8163663238;1.94916769607;Eglise;Île-de-France
HIST2292;Historical;19, 21 rue Thiers;Saint-Germain-en-Laye;Yvelines;78;48.8971375051;2.10275244301;Restes du château Neuf;Île-de-France
HIST2293;Historical;;Saint-Hilarion;Yvelines;78;48.6298134914;1.75656276831;Château de Voisins;Île-de-France
HIST2294;Historical;;Vernou-la-Celle-sur-Seine;Seine-et-Marne;77;48.388653855;2.84712846253;Eglise;Île-de-France
HIST2295;Historical;;Villiers-sous-Grez;Seine-et-Marne;77;48.3171065668;2.64797944906;Eglise Saint-Etienne;Île-de-France
HIST2296;Historical;;Bazainville;Yvelines;78;48.8034523954;1.66938433205;Eglise Saint-Nicolas, puis Saint-Georges;Île-de-France
HIST2297;Historical;;Beynes;Yvelines;78;48.8564316721;1.87465487887;Château de Beynes;Île-de-France
HIST2298;Historical;;Chambourcy;Yvelines;78;48.8903423324;2.0181762267;Domaine dit Désert de Retz;Île-de-France
HIST2299;Historical;;Chevreuse;Yvelines;78;48.7099840994;2.04224702526;Château de la Madeleine (ruines);Île-de-France
HIST2300;Historical;;Epône;Yvelines;78;48.9702985821;1.83217896981;Dolmen de la Justice;Île-de-France
HIST2301;Historical;;Gambaiseuil;Yvelines;78;48.7639114277;1.76350327291;Bornes de l'ancienne allée de chasse de Charles X;Île-de-France
HIST2302;Historical;;Villeconin;Essonne;91;48.4991070822;2.12967003534;Château de Saudreville;Île-de-France
HIST2303;Historical;;Villiers-le-Bâcle;Essonne;91;48.7240410091;2.12836853351;Château;Île-de-France
HIST2304;Historical;26 avenue André-Morizet;Boulogne-Billancourt;Hauts-de-Seine;92;48.8359767878;2.24078781883;Hôtel de ville;Île-de-France
HIST2305;Historical;;Courbevoie;Hauts-de-Seine;92;48.8966382482;2.25754055031;Eglise Saint-Pierre-Saint-Paul;Île-de-France
HIST2306;Historical;;Fontenay-aux-Roses;Hauts-de-Seine;92;48.790606453;2.29138663628;Collège Sainte-Barbe-des-Champs (ancien);Île-de-France
HIST2307;Historical;3 rue Berthelot;Issy-les-Moulineaux;Hauts-de-Seine;92;48.8223642669;2.2730311748;Château (ancien);Île-de-France
HIST2308;Historical;"place du Président-Wilson ; rue Basse-de-la-Terrasse";Meudon;Hauts-de-Seine;92;48.8222738414;2.22754226419;Domaine de Bellevue : ancien château;Île-de-France
HIST2309;Historical;81bis rue de Longchamp;Neuilly-sur-Seine;Hauts-de-Seine;92;48.8799661586;2.2540900763;Maisons Jaoul;Île-de-France
HIST2310;Historical;29 rue de la Parcheminerie;Paris 5e Arrondissement;Paris;75;48.8517864954;2.34454359951;Immeuble;Île-de-France
HIST2311;Historical;275 rue Saint-Jacques;Paris 5e Arrondissement;Paris;75;48.8412176017;2.34129375514;Immeuble;Île-de-France
HIST2312;Historical;"cour du Commerce-Saint-André ; cour de Rohan";Paris 6e Arrondissement;Paris;75;48.8529436208;2.33928287028;Enceinte de Philippe-Auguste (voir aussi : Passage de la cour du Commerce Saint-André);Île-de-France
HIST2313;Historical;Jardin du Luxembourg;Paris 6e Arrondissement;Paris;75;48.8480601116;2.33914897933;Fontaine Médicis;Île-de-France
HIST2314;Historical;31 rue Dauphine;Paris 6e Arrondissement;Paris;75;48.854852954;2.33973364264;Hôtel de Mouy;Île-de-France
HIST2315;Historical;13 rue de Condé;Paris 6e Arrondissement;Paris;75;48.8507858136;2.3381972074;Immeuble;Île-de-France
HIST2316;Historical;3 rue Garancière;Paris 6e Arrondissement;Paris;75;48.8510180495;2.33583293964;Immeuble;Île-de-France
HIST2317;Historical;11 rue Jacob;Paris 6e Arrondissement;Paris;75;48.8549602126;2.33531750404;Immeuble;Île-de-France
HIST2318;Historical;9 rue de la Chaise;Paris 7e Arrondissement;Paris;75;48.8525781496;2.32702237638;Immeuble;Île-de-France
HIST2319;Historical;30 rue de Lille;Paris 7e Arrondissement;Paris;75;48.8582867975;2.33074479612;Immeuble;Île-de-France
HIST2320;Historical;32 rue Saint-Guillaume;Paris 7e Arrondissement;Paris;75;48.8541012586;2.32807848686;Immeuble;Île-de-France
HIST2321;Historical;"10 place de la Concorde ; 2 rue Boissy-d'Anglas";Paris 8e Arrondissement;Paris;75;48.8676218419;2.32136646561;Hôtel Crillon;Île-de-France
HIST2322;Historical;1 rue du Faubourg-Saint-Honoré;Paris 8e Arrondissement;Paris;75;48.8683732916;2.32290610502;Immeuble;Île-de-France
HIST2323;Historical;281 rue Saint-Honoré;Paris 8e Arrondissement;Paris;75;48.8681036169;2.32378055919;Immeuble;Île-de-France
HIST2324;Historical;5, 7 rue Ballu;Paris 9e Arrondissement;Paris;75;48.8814529987;2.33096106099;Immeuble, ancien hôtel Blémont, actuellement siège de la Société des auteurs et compositeurs dramatiques (SACD);Île-de-France
HIST2325;Historical;6 rue de la Chaussée-d'Antin;Paris 9e Arrondissement;Paris;75;48.8715494779;2.33408395282;Immeuble;Île-de-France
HIST2326;Historical;11 cité Malesherbes;Paris 9e Arrondissement;Paris;75;48.8809266358;2.3392505807;Immeuble;Île-de-France
HIST2327;Historical;54, 56 rue de Provence;Paris 9e Arrondissement;Paris;75;48.8743453926;2.33457932201;Immeubles;Île-de-France
HIST2328;Historical;19 rue de La-Rochefoucauld;Paris 9e Arrondissement;Paris;75;48.8784717764;2.3343674662;Immeuble;Île-de-France
HIST2329;Historical;"6 rue de la Grange-Batelière ; 31bis, 33 rue du Faubourg-Montmartre";Paris 9e Arrondissement;Paris;75;48.8735161705;2.34231913828;Passage Verdeau;Île-de-France
HIST2330;Historical;16 rue de Clichy;Paris 9e Arrondissement;Paris;75;48.8783490555;2.3300837835;Casino de Paris;Île-de-France
HIST2331;Historical;"24 rue Caumartin ; 4 square de l'Opéra-Louis-Jouvet";Paris 9e Arrondissement;Paris;75;48.8718512662;2.32879384118;Théâtre de l'Athénée - Louis-Jouvet;Île-de-France
HIST2332;Historical;3, 5 place Saint-Germain-des-Prés;Paris 6e Arrondissement;Paris;75;48.8539993113;2.33380140566;Presbytère de Saint-Germain-des-Prés;Île-de-France
HIST2333;Historical;175 boulevard Saint-Germain;Paris 6e Arrondissement;Paris;75;48.8542740403;2.33046953354;Restaurant des Saints-Pères;Île-de-France
HIST2334;Historical;56 rue Vaneau;Paris 7e Arrondissement;Paris;75;48.8505826654;2.31946333379;Boulangerie;Île-de-France
HIST2335;Historical;67 rue de Lille;Paris 7e Arrondissement;Paris;75;48.8594264954;2.32607299475;Hôtel de Pomereu;Île-de-France
HIST2336;Historical;;Saint-Sulpice-de-Favières;Essonne;91;48.5413621982;2.17897981702;Eglise Saint-Sulpice;Île-de-France
HIST2337;Historical;;Villeneuve-sur-Auvers;Essonne;91;48.4774273311;2.24352693631;Grotte dite Le Trou du Sarrazin;Île-de-France
HIST2338;Historical;7 rue de Montmorency;Boulogne-Billancourt;Hauts-de-Seine;92;48.8454298257;2.23286598654;Hôtel Walewska;Île-de-France
HIST2339;Historical;"1 avenue du Lycée-Lakanal ; 22 avenue Victor-Hugo";Bourg-la-Reine;Hauts-de-Seine;92;48.7772468871;2.31008477006;Immeuble dit Villa ou Tour Hennebique;Île-de-France
HIST2340;Historical;7 rue Tronchet;Paris 8e Arrondissement;Paris;75;48.8714551509;2.32506972655;Ancien hôtel de Pourtalès;Île-de-France
HIST2341;Historical;"59, 61 rue Saint-André-des-Arts ; 130 boulevard Saint-Germain ; rue de l'Ancienne-Comédie";Paris 6e Arrondissement;Paris;75;48.8529036137;2.33915085913;Passage de la Cour du Commerce Saint-André (voir aussi : Enceinte de Philipe-Auguste);Île-de-France
HIST2342;Historical;58 rue de Varenne;Paris 7e Arrondissement;Paris;75;48.8549024022;2.32099534595;Hôtel de Montalivet;Île-de-France
HIST2343;Historical;"1 rue de la Tour-des-Dames ; 7 rue de La-Rochefoucauld";Paris 9e Arrondissement;Paris;75;48.8775821354;2.33407474218;Ancien hôtel de Mademoiselle Mars;Île-de-France
HIST2344;Historical;17 rue Joubert;Paris 9e Arrondissement;Paris;75;48.874570781;2.33119257831;Immeuble;Île-de-France
HIST2345;Historical;9 rue Victor-Massé;Paris 9e Arrondissement;Paris;75;48.8805463527;2.33940102657;Immeuble;Île-de-France
HIST2346;Historical;21bis, 23 rue Victor-Massé;Paris 9e Arrondissement;Paris;75;48.8807585222;2.33817612668;Immeuble;Île-de-France
HIST2347;Historical;7, 9 rue des Réservoirs;Versailles;Yvelines;78;48.807220728;2.12370279872;Domaine national : Hôtel des Réservoirs ou Hôtel de Pompadour;Île-de-France
HIST2348;Historical;51 avenue des Etats-Unis;Versailles;Yvelines;78;48.8113568346;2.15128675416;Domaine national : Pavillon des Filtres;Île-de-France
HIST2349;Historical;24 rue de la Chancellerie;Versailles;Yvelines;78;48.8016881983;2.12467667477;Hôtel de la Chancellerie (ancien);Île-de-France
HIST2350;Historical;"30 rue de Noailles ; rue Edouard-Lefevre";Versailles;Yvelines;78;48.7976819828;2.13339444635;Quartier d'Artois;Île-de-France
HIST2351;Historical;;Chambourcy;Yvelines;78;48.8877661766;2.03407747765;Abbaye de Joyenval;Île-de-France
HIST2352;Historical;rue de Soulins;Brunoy;Essonne;91;48.7015373843;2.49388654394;Pont de Soulins;Île-de-France
HIST2353;Historical;;Le Coudray-Montceaux;Essonne;91;48.5549750762;2.48257188382;Eglise;Île-de-France
HIST2354;Historical;;Draveil;Essonne;91;48.6823825966;2.40526629414;Château de Villiers;Île-de-France
HIST2355;Historical;"2 place de la Bourse ; 21, 23 rue Notre-Dame-des-Victoires";Paris 2e Arrondissement;Paris;75;48.8696668873;2.34215447952;Ancien siège de la Chambre de Commerce de Paris;Île-de-France
HIST2356;Historical;45bis avenue de la Belle-Gabrielle;Nogent-sur-Marne;Val-de-Marne;94;48.832957;2.467463;Jardin d'Agronomie Tropicale, situé dans le bois de Vincennes;Île-de-France
HIST2357;Historical;1 chemin du Saint-Sacrement;Bazoches-sur-Guyonne;Yvelines;78;48.7693443398;1.8539099577;Maison de Louis Carré;Île-de-France
HIST2358;Historical;167 à 177 avenue Joliot-Curie;Nanterre;Hauts-de-Seine;92;48.897071;2.216246;Préfecture;Île-de-France
HIST2359;Historical;"avenue Winston-Churchill ; avenue Franklin-Roosevelt ; cours de la Reine ; avenue du Général-Eisenhower";Paris 8e Arrondissement;Paris;75;48.8661520314;2.31188745525;Grand Palais;Île-de-France
HIST2360;Historical;121 rue du Faubourg-Poissonnière;Paris 9e Arrondissement;Paris;75;48.8782203596;2.34822483457;Lycée Lamartine;Île-de-France
HIST2361;Historical;53 avenue Reille;Paris 14e Arrondissement;Paris;75;48.8237185391;2.33279440243;Maison Ozenfant;Île-de-France
HIST2362;Historical;1, 2 place Denfert-Rochereau;Paris 14e Arrondissement;Paris;75;48.8338361818;2.33240547168;Barrière d'Enfer (ancienne);Île-de-France
HIST2363;Historical;7 rue Méchain;Paris 14e Arrondissement;Paris;75;48.8352319558;2.34040856868;Deux immeubles;Île-de-France
